"Step","paper-pbt-combined-median-3278916-1 - fitness/mean","paper-pbt-combined-median-3278916-1 - fitness/mean__MIN","paper-pbt-combined-median-3278916-1 - fitness/mean__MAX"
"302","0.5129637834926446","0.5129637834926446","0.5129637834926446"
"303","0.4965903346737226","0.4965903346737226","0.4965903346737226"
"304","0.504133903235197","0.504133903235197","0.504133903235197"
"305","0.49105802352229755","0.49105802352229755","0.49105802352229755"
"306","0.46431758801142375","0.46431758801142375","0.46431758801142375"
"307","0.5088347348074118","0.5088347348074118","0.5088347348074118"
"308","0.4849278328319391","0.4849278328319391","0.4849278328319391"
"309","0.48072650531927746","0.48072650531927746","0.48072650531927746"
"310","0.4600890738268693","0.4600890738268693","0.4600890738268693"
"311","0.4790082606176535","0.4790082606176535","0.4790082606176535"
"312","0.4850142791867256","0.4850142791867256","0.4850142791867256"
"313","0.4845379121601582","0.4845379121601582","0.4845379121601582"
"314","0.4703548476099968","0.4703548476099968","0.4703548476099968"
"315","0.48980341081817946","0.48980341081817946","0.48980341081817946"
"316","0.46799059336384136","0.46799059336384136","0.46799059336384136"
"317","0.454309244453907","0.454309244453907","0.454309244453907"
"318","0.48808669596910476","0.48808669596910476","0.48808669596910476"
"319","0.5090715882678827","0.5090715882678827","0.5090715882678827"
"320","0.46141586229205134","0.46141586229205134","0.46141586229205134"
"321","0.4819325918952624","0.4819325918952624","0.4819325918952624"
"322","0.49782194520036377","0.49782194520036377","0.49782194520036377"
"323","0.47826092938582104","0.47826092938582104","0.47826092938582104"
"324","0.47480794911583263","0.47480794911583263","0.47480794911583263"
"325","0.4569614666203658","0.4569614666203658","0.4569614666203658"
"326","0.5015416122972965","0.5015416122972965","0.5015416122972965"
"327","0.5657024664183458","0.5657024664183458","0.5657024664183458"
"328","0.5150639514128367","0.5150639514128367","0.5150639514128367"
"329","0.5293987912436326","0.5293987912436326","0.5293987912436326"
"330","0.5217152704795202","0.5217152704795202","0.5217152704795202"
"331","0.5264734911421934","0.5264734911421934","0.5264734911421934"
"332","0.5371308284501235","0.5371308284501235","0.5371308284501235"
"333","0.5743580450614293","0.5743580450614293","0.5743580450614293"
"334","0.5526473484933376","0.5526473484933376","0.5526473484933376"
"335","0.5523782680432002","0.5523782680432002","0.5523782680432002"
"336","0.5416327985624473","0.5416327985624473","0.5416327985624473"
"337","0.5485310395558675","0.5485310395558675","0.5485310395558675"
"338","0.5438549598058064","0.5438549598058064","0.5438549598058064"
"339","0.5425734430551529","0.5425734430551529","0.5425734430551529"
"340","0.5664463967084885","0.5664463967084885","0.5664463967084885"
"341","0.5637145946423213","0.5637145946423213","0.5637145946423213"
"342","0.5601506364842256","0.5601506364842256","0.5601506364842256"
"343","0.5756146105627219","0.5756146105627219","0.5756146105627219"
"344","0.5829074924190839","0.5829074924190839","0.5829074924190839"
"345","0.5552815365294616","0.5552815365294616","0.5552815365294616"
"346","0.5655644955734412","0.5655644955734412","0.5655644955734412"
"347","0.551977813243866","0.551977813243866","0.551977813243866"
"348","0.5933630081514517","0.5933630081514517","0.5933630081514517"
"349","0.5660682765146097","0.5660682765146097","0.5660682765146097"
"350","0.5707413340608279","0.5707413340608279","0.5707413340608279"
"351","0.5621824863056342","0.5621824863056342","0.5621824863056342"
"352","0.5854668331642946","0.5854668331642946","0.5854668331642946"
"353","0.5873520088692507","0.5873520088692507","0.5873520088692507"
"354","0.5651121569176515","0.5651121569176515","0.5651121569176515"
"355","0.5462323531508446","0.5462323531508446","0.5462323531508446"
"356","0.5977018853028615","0.5977018853028615","0.5977018853028615"
"357","0.6212263082464536","0.6212263082464536","0.6212263082464536"
"358","0.5920751065015792","0.5920751065015792","0.5920751065015792"
"359","0.6079561524093151","0.6079561524093151","0.6079561524093151"
"360","0.6132750362157822","0.6132750362157822","0.6132750362157822"
"361","0.5640865499774615","0.5640865499774615","0.5640865499774615"
"362","0.6120969583590825","0.6120969583590825","0.6120969583590825"
"363","0.6135269840558369","0.6135269840558369","0.6135269840558369"
"364","0.5622054614126683","0.5622054614126683","0.5622054614126683"
"365","0.5305737021068732","0.5305737021068732","0.5305737021068732"
"366","0.5790624988575777","0.5790624988575777","0.5790624988575777"
"367","0.5537467452387015","0.5537467452387015","0.5537467452387015"
"368","0.5622168451547622","0.5622168451547622","0.5622168451547622"
"369","0.539439112196366","0.539439112196366","0.539439112196366"
"370","0.5711719289422035","0.5711719289422035","0.5711719289422035"
"371","0.6018236604829629","0.6018236604829629","0.6018236604829629"
"372","0.5785659973820051","0.5785659973820051","0.5785659973820051"
"373","0.5832437478005886","0.5832437478005886","0.5832437478005886"
"374","0.6058039898673694","0.6058039898673694","0.6058039898673694"
"375","0.5907453718284766","0.5907453718284766","0.5907453718284766"
"376","0.5280589873592059","0.5280589873592059","0.5280589873592059"
"377","0.5960937584439914","0.5960937584439914","0.5960937584439914"
"378","0.5388971914847692","0.5388971914847692","0.5388971914847692"
"379","0.5471820523341496","0.5471820523341496","0.5471820523341496"
"380","0.5480928701659044","0.5480928701659044","0.5480928701659044"
"381","0.48375906397898993","0.48375906397898993","0.48375906397898993"
"382","0.5537916623055935","0.5537916623055935","0.5537916623055935"
"383","0.5248985091845194","0.5248985091845194","0.5248985091845194"
"384","0.5091314698259036","0.5091314698259036","0.5091314698259036"
"385","0.5208385286231836","0.5208385286231836","0.5208385286231836"
"386","0.5337361581623554","0.5337361581623554","0.5337361581623554"
"387","0.5320995894571146","0.5320995894571146","0.5320995894571146"
"388","0.5289818135400614","0.5289818135400614","0.5289818135400614"
"389","0.5394541817406814","0.5394541817406814","0.5394541817406814"
"390","0.540124952296416","0.540124952296416","0.540124952296416"
"391","0.5479186045626799","0.5479186045626799","0.5479186045626799"
"392","0.5390605688095093","0.5390605688095093","0.5390605688095093"
"393","0.5518134735524655","0.5518134735524655","0.5518134735524655"
"394","0.5518307998776436","0.5518307998776436","0.5518307998776436"
"395","0.5580114379525185","0.5580114379525185","0.5580114379525185"
"396","0.5344523074726264","0.5344523074726264","0.5344523074726264"
"397","0.49623295068740847","0.49623295068740847","0.49623295068740847"
"398","0.5286616725226243","0.5286616725226243","0.5286616725226243"
"399","0.5568616839746634","0.5568616839746634","0.5568616839746634"
"400","0.5117851093411445","0.5117851093411445","0.5117851093411445"
"401","0.5592351925869783","0.5592351925869783","0.5592351925869783"
"402","0.5388080740968386","0.5388080740968386","0.5388080740968386"
"403","0.5368957606454691","0.5368957606454691","0.5368957606454691"
"404","0.5279510393738747","0.5279510393738747","0.5279510393738747"
"405","0.5116903901100158","0.5116903901100158","0.5116903901100158"
"406","0.5435362182557583","0.5435362182557583","0.5435362182557583"
"407","0.5279660445948442","0.5279660445948442","0.5279660445948442"
"408","0.5308749849597613","0.5308749849597613","0.5308749849597613"
"409","0.5582761896153291","0.5582761896153291","0.5582761896153291"
"410","0.5335314638912678","0.5335314638912678","0.5335314638912678"
"411","0.5103387765586376","0.5103387765586376","0.5103387765586376"
"412","0.523787523061037","0.523787523061037","0.523787523061037"
"413","0.5577501485745112","0.5577501485745112","0.5577501485745112"
"414","0.5089646808803081","0.5089646808803081","0.5089646808803081"
"415","0.536105594287316","0.536105594287316","0.536105594287316"
"416","0.5359892509877682","0.5359892509877682","0.5359892509877682"
"417","0.5249909708897272","0.5249909708897272","0.5249909708897272"
"418","0.534560673435529","0.534560673435529","0.534560673435529"
"419","0.548340089370807","0.548340089370807","0.548340089370807"
"420","0.5078213892877101","0.5078213892877101","0.5078213892877101"
"421","0.5712589514752229","0.5712589514752229","0.5712589514752229"
"422","0.5799745127558709","0.5799745127558709","0.5799745127558709"
"423","0.5431915896634261","0.5431915896634261","0.5431915896634261"
"424","0.58817326699694","0.58817326699694","0.58817326699694"
"425","0.5591198109090328","0.5591198109090328","0.5591198109090328"
"426","0.5473550801475843","0.5473550801475843","0.5473550801475843"
"427","0.5626968239744504","0.5626968239744504","0.5626968239744504"
"428","0.5900159195065499","0.5900159195065499","0.5900159195065499"
"429","0.5158961360653241","0.5158961360653241","0.5158961360653241"
"430","0.5789804202814897","0.5789804202814897","0.5789804202814897"
"431","0.57710452824831","0.57710452824831","0.57710452824831"
"432","0.5590520339707533","0.5590520339707533","0.5590520339707533"
"433","0.5934976994991302","0.5934976994991302","0.5934976994991302"
"434","0.6119138931234678","0.6119138931234678","0.6119138931234678"
"435","0.6041469618678093","0.6041469618678093","0.6041469618678093"
"436","0.5574022834499677","0.5574022834499677","0.5574022834499677"
"437","0.5256422055264314","0.5256422055264314","0.5256422055264314"
"438","0.565766499688228","0.565766499688228","0.565766499688228"
"439","0.5770490417877833","0.5770490417877833","0.5770490417877833"
"440","0.6130621624489625","0.6130621624489625","0.6130621624489625"
"441","0.6406890297929446","0.6406890297929446","0.6406890297929446"
"442","0.599512297163407","0.599512297163407","0.599512297163407"
"443","0.5504718864957492","0.5504718864957492","0.5504718864957492"
"444","0.5776542710761229","0.5776542710761229","0.5776542710761229"
"445","0.5751269496977329","0.5751269496977329","0.5751269496977329"
"446","0.5675541078050931","0.5675541078050931","0.5675541078050931"
"447","0.5832226042946179","0.5832226042946179","0.5832226042946179"
"448","0.579027225325505","0.579027225325505","0.579027225325505"
"449","0.6022381929059824","0.6022381929059824","0.6022381929059824"
